Latitude,Longitude,name,distance,address,telephone,rating,open_true
43.650796,-79.369713,Butter Chicken Roti,615,"201 King St, Toronto ON M9N 1L8",(416) 551-9933,,True
43.658245,-79.381557,Joe's Buffet Palace,673,"361 Yonge St (Elm Street), Toronto ON M5B 1S1",(416) 850-3179,5.5,True
43.648851,-79.383381,Butter Chicken Roti,714,"130 King St W (York St), Toronto ON M5X 2A2",(416) 972-0505,,True
43.656669,-79.386262,The Host Fine Indian Cuisine,864,"87 Elm St, Toronto ON M5G 0A8",(416) 962-4678,,True
43.650697,-79.370305,Le Petit Dejeuner,571,"191 King St E (at George St), Toronto ON M5A 1J5",(416) 703-1560,8.1,True
43.648393,-79.373445,C'est What,595,"67 Front St E (at Church St), Toronto ON M5E 1B5",(416) 867-9499,8.3,True
43.666889,-79.369184,Butter Chicken Factory,967,"556 Parliament St (at Prospect St.), Toronto ON M4X 1P6",(416) 964-7583,8.4,True
43.667943,-79.385626,Kothur Indian Cuisine,631,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,True
43.669386,-79.385856,Suski Biriyani House,786,"15 Hayden St (nr Yonge St), Toronto ON M4Y 2P2",(416) 515-1957,6.6,True
43.661085,-79.38575,Colaba Junction,529,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.665169,-79.38439,The Halal Guys Inc,385,"563 Yonge St (at Wellesley St E), Toronto ON M4Y 1Z2",(416) 901-1011,6.0,True
43.664459,-79.380255,Indian Roti House,74,"471 Church St, Toronto ON M4Y 2C5",(647) 987-7684,,True
43.666774,-79.385487,Butter Chicken Roti,530,"646 Yonge St (Irving), Toronto ON M4Y 2A6",(416) 783-7634,,True
43.658245,-79.381557,Joe's Buffet Palace,642,"361 Yonge St (Elm Street), Toronto ON M5B 1S1",(416) 850-3179,5.5,True
43.657256,-79.376052,Hurry Curry,747,"106 Mutual St, Toronto ON M5B 2R7",(416) 777-2879,,True
43.656669,-79.386262,The Host Fine Indian Cuisine,922,"87 Elm St, Toronto ON M5G 0A8",(416) 962-4678,,True
43.650192,-79.388877,Little India Restaurant,827,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.661085,-79.38575,Colaba Junction,452,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.656669,-79.386262,The Host Fine Indian Cuisine,255,"87 Elm St, Toronto ON M5G 0A8",(416) 962-4678,,True
43.665169,-79.38439,The Halal Guys Inc,891,"563 Yonge St (at Wellesley St E), Toronto ON M4Y 1Z2",(416) 901-1011,6.0,True
43.658245,-79.381557,Joe's Buffet Palace,592,"361 Yonge St (Elm Street), Toronto ON M5B 1S1",(416) 850-3179,5.5,True
43.654588,-79.391728,Sin and Redemption,401,"136 McCaul St (at Dundas St.), Toronto ON M5T 1W2",(416) 640-9197,7.8,True
43.655861,-79.381926,JOEY Eaton Centre,614,"1 Dundas St W, Toronto ON M5G 1Z3",(647) 352-5639,8.0,True
43.66299,-79.3796,Hair of the Dog,948,"425 Church St (at Wood St.), Toronto ON M4Y 2C3",(416) 964-2708,8.3,True
43.656641,-79.38046,Jack Astor's,736,"10 Dundas St E (at Yonge St.), Toronto ON M5B 2G9",(416) 263-9800,7.3,True
43.654834,-79.386017,Hemispheres Restaurant & Bistro,412,"108 Chestnut Cres, Toronto ON M5G 1R3",(416) 599-8000,6.9,True
43.650192,-79.388877,Little India Restaurant,872,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.661085,-79.38575,Colaba Junction,522,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.658245,-79.381557,Joe's Buffet Palace,164,"361 Yonge St (Elm Street), Toronto ON M5B 1S1",(416) 850-3179,5.5,True
43.656669,-79.386262,The Host Fine Indian Cuisine,291,"87 Elm St, Toronto ON M5G 0A8",(416) 962-4678,,True
43.665169,-79.38439,The Halal Guys Inc,943,"563 Yonge St (at Wellesley St E), Toronto ON M4Y 1Z2",(416) 901-1011,6.0,True
43.657256,-79.376052,Hurry Curry,534,"106 Mutual St, Toronto ON M5B 2R7",(416) 777-2879,,True
43.648851,-79.383381,Butter Chicken Roti,866,"130 King St W (York St), Toronto ON M5X 2A2",(416) 972-0505,,True
43.664459,-79.380255,Indian Roti House,869,"471 Church St, Toronto ON M4Y 2C5",(647) 987-7684,,True
43.655861,-79.381926,JOEY Eaton Centre,98,"1 Dundas St W, Toronto ON M5G 1Z3",(647) 352-5639,8.0,True
43.656641,-79.38046,Jack Astor's,209,"10 Dundas St E (at Yonge St.), Toronto ON M5B 2G9",(416) 263-9800,7.3,True
43.663179,-79.42181,Banjara Indian Cuisine,598,"796 Bloor St W (at Crawford St), Toronto ON M6G 1L7",(416) 963-9360,8.8,True
43.663179,-79.42181,Madras Masala,576,"796 Bloor St W, Toronto ON M6G 1L7",(647) 342-4359,7.8,True
43.665204,-79.409414,Bombay Roti,431,"529 Bloor St W, Toronto ON M5S 1Y5",(647) 352-7684,,True
43.665843,-79.406803,Indian Desire,666,"469 Bloor St W, Toronto ON M5S 1X9",(416) 519-0604,,True
43.662017,-79.406146,Matha Roti,730,"141 Harbord St, Toronto ON M5S 1H1",(416) 966-6955,,True
43.666876,-79.403414,Fresh on Bloor,942,"326 Bloor St W, Toronto ON M5S 1W5",(416) 599-4442,8.7,True
43.655775,-79.411695,Kalendar,1011,"546 College St, Toronto ON M6G 1B1",(416) 923-4138,7.6,True
43.667895,-79.403296,Madison Avenue Pub,986,"14 Madison Ave (at Bloor St. W), Toronto ON M5R 2S1",(416) 927-1722,7.1,True
43.667943,-79.385626,Kothur Indian Cuisine,884,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,True
43.671101,-79.390853,Utsav,506,"69 Yorkville Ave (Yorkville), Toronto ON M5R 1B8",(416) 961-8349,6.9,True
43.669902,-79.39576,The Host Fine Indian Cuisine,847,"14 Prince Arthur Ave (btwn Queen's Pk & St. George), Toronto ON M5R 1A9",(416) 962-4678,7.0,True
43.671159,-79.387729,Kathmandu Restaurant,501,"12 Cumberland St (Yonge St), Toronto ON M4W 1J5",(416) 924-5787,6.7,True
43.669386,-79.385856,Suski Biriyani House,707,"15 Hayden St (nr Yonge St), Toronto ON M4Y 2P2",(416) 515-1957,6.6,True
43.674374,-79.3968,Adrak Yorkville,645,"138 Ave Rd, Toronto ON M5R 2H6",(416) 413-0777,,True
43.670065,-79.392746,Hemingway's Restaurant,677,"142 Cumberland St (btw Avenue Rd. & Bay St.), Toronto ON M5R 1A8",(416) 968-2828,7.7,True
43.66849,-79.386602,7 West Cafe,775,"7 Charles St W (btwn Balmuto & Yonge St.), Toronto ON M4Y 1R4",(416) 928-9041,7.8,True
43.670834,-79.386788,Jack Astor’s,538,"2 Bloor St E (at Yonge), Toronto ON M4W 1A8",(416) 923-1555,6.9,True
43.670815,-79.393239,One Restaurant,629,"116 Yorkville Ave (at Hazelton Ave.), Toronto ON M5R 1C2",(416) 961-9600,7.4,True
43.674776,-79.408277,Roti Cuisine of India,963,"308 Dupont St (at Walmer Rd.), Toronto ON M5R 1V9",(416) 968-9366,8.5,True
43.669902,-79.39576,The Host Fine Indian Cuisine,598,"14 Prince Arthur Ave (btwn Queen's Pk & St. George), Toronto ON M5R 1A9",(416) 962-4678,7.0,True
43.671101,-79.390853,Utsav,612,"69 Yorkville Ave (Yorkville), Toronto ON M5R 1B8",(416) 961-8349,6.9,True
43.671159,-79.387729,Kathmandu Restaurant,800,"12 Cumberland St (Yonge St), Toronto ON M4W 1J5",(416) 924-5787,6.7,True
43.674374,-79.3968,Adrak Yorkville,73,"138 Ave Rd, Toronto ON M5R 2H6",(416) 413-0777,,True
43.670065,-79.392746,Hemingway's Restaurant,614,"142 Cumberland St (btw Avenue Rd. & Bay St.), Toronto ON M5R 1A8",(416) 968-2828,7.7,True
43.670815,-79.393239,One Restaurant,523,"116 Yorkville Ave (at Hazelton Ave.), Toronto ON M5R 1C2",(416) 961-9600,7.4,True
43.670834,-79.386788,Jack Astor’s,876,"2 Bloor St E (at Yonge), Toronto ON M4W 1A8",(416) 923-1555,6.9,True
43.669168,-79.397373,Duke of York,652,"39 Prince Arthur Ave (at Bedford Rd.), Toronto ON M5R 1B2",(416) 964-2441,6.9,True
43.67566,-79.403834,Pour House Irish Pub,610,"182 Dupont St (at St. George St.), Toronto ON M5R 2E6",(416) 967-7687,6.8,True
43.667943,-79.385626,Kothur Indian Cuisine,483,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,True
43.671101,-79.390853,Utsav,258,"69 Yorkville Ave (Yorkville), Toronto ON M5R 1B8",(416) 961-8349,6.9,True
43.671159,-79.387729,Kathmandu Restaurant,103,"12 Cumberland St (Yonge St), Toronto ON M4W 1J5",(416) 924-5787,6.7,True
43.669902,-79.39576,The Host Fine Indian Cuisine,679,"14 Prince Arthur Ave (btwn Queen's Pk & St. George), Toronto ON M5R 1A9",(416) 962-4678,7.0,True
43.669386,-79.385856,Suski Biriyani House,309,"15 Hayden St (nr Yonge St), Toronto ON M4Y 2P2",(416) 515-1957,6.6,True
43.665169,-79.38439,The Halal Guys Inc,800,"563 Yonge St (at Wellesley St E), Toronto ON M4Y 1Z2",(416) 901-1011,6.0,True
43.666774,-79.385487,Butter Chicken Roti,612,"646 Yonge St (Irving), Toronto ON M4Y 2A6",(416) 783-7634,,True
43.674374,-79.3968,Adrak Yorkville,771,"138 Ave Rd, Toronto ON M5R 2H6",(416) 413-0777,,True
43.670065,-79.392746,Hemingway's Restaurant,449,"142 Cumberland St (btw Avenue Rd. & Bay St.), Toronto ON M5R 1A8",(416) 968-2828,7.7,True
43.66849,-79.386602,7 West Cafe,372,"7 Charles St W (btwn Balmuto & Yonge St.), Toronto ON M4Y 1R4",(416) 928-9041,7.8,True
43.658606,-79.350195,Good Karma Queen East,418,"689 Queen St E (Broadview Avenue), Toronto ON M4M 1G6",(416) 551-6152,,True
43.648545,-79.372114,Bindia Indian Bistro,562,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.5,True
43.639268,-79.385502,Indian Roti House,989,"256 Queens Quay W (btwn Rees St & Lower Simcoe S), Toronto ON M5J 1B5",(416) 260-6666,7.5,True
43.650192,-79.388877,Little India Restaurant,1001,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.646475,-79.389828,Aroma Fine Indian Cuisine,940,"287 King St W (at John St.), Toronto ON M5V 1J5",(416) 971-7242,6.9,True
43.647934,-79.374354,Benares,329,"49 Front St E, Toronto ON M5E 1B3",(416) 955-9000,,True
43.64903,-79.374715,Chadani Indian Cuisine,419,"51 Colborne St, Toronto ON M5E 1E3",(647) 748-4090,,True
43.641826,-79.375767,My Roti Place,521,"12 Queens Dr, Toronto ON M9N 2H4",(647) 348-7684,,True
43.648851,-79.383381,Butter Chicken Roti,532,"130 King St W (York St), Toronto ON M5X 2A2",(416) 972-0505,,True
43.650796,-79.369713,Butter Chicken Roti,835,"201 King St, Toronto ON M9N 1L8",(416) 551-9933,,True
43.644948,-79.382751,Kellys Landing,425,"123 Front St W, Toronto ON M5J 2M2",(647) 776-1133,7.7,True
43.666889,-79.369184,Butter Chicken Factory,921,"556 Parliament St (at Prospect St.), Toronto ON M4X 1P6",(416) 964-7583,8.4,True
43.658606,-79.350195,Good Karma Queen East,887,"689 Queen St E (Broadview Avenue), Toronto ON M4M 1G6",(416) 551-6152,,True
43.655932,-79.36389,Adda Bistro Kitchen & Bar,1005,"366 Queen St E, Toronto ON M5A 1T1",(647) 393-3164,,True
43.648545,-79.372114,Bindia Indian Bistro,996,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.5,True
43.657256,-79.376052,Hurry Curry,126,"106 Mutual St, Toronto ON M5B 2R7",(416) 777-2879,,True
43.661085,-79.38575,Colaba Junction,965,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.658245,-79.381557,Joe's Buffet Palace,573,"361 Yonge St (Elm Street), Toronto ON M5B 1S1",(416) 850-3179,5.5,True
43.650796,-79.369713,Butter Chicken Roti,818,"201 King St, Toronto ON M9N 1L8",(416) 551-9933,,True
43.655932,-79.36389,Adda Bistro Kitchen & Bar,891,"366 Queen St E, Toronto ON M5A 1T1",(647) 393-3164,,True
43.64903,-79.374715,Chadani Indian Cuisine,901,"51 Colborne St, Toronto ON M5E 1E3",(647) 748-4090,,True
43.664459,-79.380255,Indian Roti House,914,"471 Church St, Toronto ON M4Y 2C5",(647) 987-7684,,True
43.656669,-79.386262,The Host Fine Indian Cuisine,934,"87 Elm St, Toronto ON M5G 0A8",(416) 962-4678,,True
43.656818,-79.376468,Kabul Express,164,"126 Dundas St E, Toronto ON M5B 1E2",(647) 351-1111,7.6,True
43.677961,-79.443916,Pizza e Pazzi,478,"1182 Saint Clair Ave W, Toronto ON M6E 1B4",(647) 352-7882,7.8,True
43.658606,-79.350195,Good Karma Queen East,828,"689 Queen St E (Broadview Avenue), Toronto ON M4M 1G6",(416) 551-6152,,True
43.672665,-79.321041,Udupi Palace,860,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",(416) 405-8189,8.6,True
43.672278,-79.322523,Motimahal Restaurant Ltd,762,"1422 Gerrard St E (Coxwell), Toronto ON M4L 1Z6",(416) 461-3111,7.6,True
43.671871,-79.324283,Bombay Chowpatty,650,"1386 Gerrard St E, Toronto ON M4L 1Z2",(416) 405-8080,7.3,True
43.672004,-79.322433,Regency Restaurant Inc,761,"1423 Gerrard St E (Hiawatha St), Toronto ON M4L 1Z7",(416) 778-7366,6.2,True
43.671864,-79.324375,Leela Indian Food Bar,651,"1386 Gerrard St E, Toronto ON M4L 1Z2",(416) 461-8088,,True
43.671747,-79.323655,Baldev Paan & Cold Drink House,672,"1399 Gerrard St E, Toronto ON M4L 1Z5",(416) 463-7226,,True
43.672141,-79.322081,Indian Rasoi,705,"1437 Gerrard St E, Toronto ON M4L 1Z7",(647) 706-1994,,True
43.672148,-79.321988,Famous Indian Cuisine,809,"1437 Gerrard St E (at Ashdale Ave), Toronto ON M4L 1Z7",(416) 406-4511,,True
43.672069,-79.322303,India Paan,780,"1427 Gerrard St E (Ashdale Ave), Toronto ON M4L 1Z7",(416) 461-8914,,True
43.671511,-79.3246,Lahore Tikka House,602,"1365 Gerrard St E (Highfield Road), Toronto ON M4L 1Z3",(416) 406-1668,7.6,True
43.680698,-79.336576,Makkah Restaurant,919,"1020 Danforth Ave, Toronto ON M4J 1M2",(416) 406-2056,6.4,True
43.661085,-79.38575,Colaba Junction,726,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.657256,-79.376052,Hurry Curry,200,"106 Mutual St, Toronto ON M5B 2R7",(416) 777-2879,,True
43.658245,-79.381557,Joe's Buffet Palace,293,"361 Yonge St (Elm Street), Toronto ON M5B 1S1",(416) 850-3179,5.5,True
43.656669,-79.386262,The Host Fine Indian Cuisine,632,"87 Elm St, Toronto ON M5G 0A8",(416) 962-4678,,True
43.664459,-79.380255,Indian Roti House,843,"471 Church St, Toronto ON M4Y 2C5",(647) 987-7684,,True
43.64903,-79.374715,Chadani Indian Cuisine,913,"51 Colborne St, Toronto ON M5E 1E3",(647) 748-4090,,True
43.648851,-79.383381,Butter Chicken Roti,968,"130 King St W (York St), Toronto ON M5X 2A2",(416) 972-0505,,True
43.650796,-79.369713,Butter Chicken Roti,972,"201 King St, Toronto ON M9N 1L8",(416) 551-9933,,True
43.656641,-79.38046,Jack Astor's,178,"10 Dundas St E (at Yonge St.), Toronto ON M5B 2G9",(416) 263-9800,7.3,True
43.656818,-79.376468,Kabul Express,151,"126 Dundas St E, Toronto ON M5B 1E2",(647) 351-1111,7.6,True
43.666889,-79.369184,Butter Chicken Factory,1007,"556 Parliament St (at Prospect St.), Toronto ON M4X 1P6",(416) 964-7583,8.4,True
43.657256,-79.376052,Hurry Curry,319,"106 Mutual St, Toronto ON M5B 2R7",(416) 777-2879,,True
43.655932,-79.36389,Adda Bistro Kitchen & Bar,736,"366 Queen St E, Toronto ON M5A 1T1",(647) 393-3164,,True
43.658245,-79.381557,Joe's Buffet Palace,760,"361 Yonge St (Elm Street), Toronto ON M5B 1S1",(416) 850-3179,5.5,True
43.650796,-79.369713,Butter Chicken Roti,854,"201 King St, Toronto ON M9N 1L8",(416) 551-9933,,True
43.664459,-79.380255,Indian Roti House,940,"471 Church St, Toronto ON M4Y 2C5",(647) 987-7684,,True
43.650697,-79.370305,Le Petit Dejeuner,844,"191 King St E (at George St), Toronto ON M5A 1J5",(416) 703-1560,8.1,True
43.656818,-79.376468,Kabul Express,388,"126 Dundas St E, Toronto ON M5B 1E2",(647) 351-1111,7.6,True
43.66299,-79.3796,Hair of the Dog,774,"425 Church St (at Wood St.), Toronto ON M4Y 2C3",(416) 964-2708,8.3,True
43.657983,-79.371229,King Place,114,"236 Sherbourne St, Toronto ON M5A 2R7",(647) 352-0786,7.2,True
43.692269,-79.282589,Dhaka Biryani House,558,"3315 Danforth Ave, Scarborough ON M1L 1B8",(416) 871-3021,,True
43.690278,-79.29313,Hakka Chopsticks,530,"2940 Danforth Ave, Toronto ON M4C 1M5",(647) 352-4888,,True
43.68112163005123,-79.42925333976746,Pukka,505,"778 St Clair Ave W (at Arlington Ave), Toronto ON M6C 1B6",(416) 342-1906,9.0,True
43.686668,-79.393756,Bombay Roti,509,"1404 Yonge St, Toronto ON M4T 1Y5",(647) 345-7684,,True
43.700552,-79.396672,Khau Gully,328,"1991 Yonge St, Toronto ON M4S 1Z8",(647) 347-9993,6.1,True
43.701048,-79.396798,My Roti Place,395,"3 Glebe Rd E, Toronto ON M4S 1N7",(416) 322-9559,,True
43.644736,-79.390579,Aanch - Modernistic Indian Cuisine,706,"259 Wellington St W, Toronto ON M5V 3P9",(416) 599-0513,7.4,True
43.639268,-79.385502,Indian Roti House,851,"256 Queens Quay W (btwn Rees St & Lower Simcoe S), Toronto ON M5J 1B5",(416) 260-6666,7.5,True
43.646475,-79.389828,Aroma Fine Indian Cuisine,894,"287 King St W (at John St.), Toronto ON M5V 1J5",(416) 971-7242,6.9,True
43.646317,-79.390457,309 Dhaba Indian Excellence,854,"309 King St W, Toronto ON M5V 1J5",(416) 740-6622,5.8,True
43.648063,-79.395784,Fresh on Spadina,913,"147 Spadina Ave (at Richmond St. W.), Toronto ON M5V 2L7",(416) 599-4442,8.2,True
43.645579,-79.393658,Bar Hop,669,"391 King St W (at Charlotte St), Toronto ON M5V 1K1",(647) 352-7476,8.7,True
43.645715,-79.391016,Victor Restaurant & Bar,752,"30 Mercer St (at John St), Toronto ON M5V 1H3",(416) 883-3431,7.8,True
43.644387,-79.385335,Azure Restaurant & Bar,1028,"225 Front St W (in InterContinental Toronto Centre), Toronto ON M5V 2X3",(416) 597-8142,6.0,True
43.669902,-79.39576,The Host Fine Indian Cuisine,399,"14 Prince Arthur Ave (btwn Queen's Pk & St. George), Toronto ON M5R 1A9",(416) 962-4678,7.0,True
43.671101,-79.390853,Utsav,813,"69 Yorkville Ave (Yorkville), Toronto ON M5R 1B8",(416) 961-8349,6.9,True
43.665843,-79.406803,Indian Desire,608,"469 Bloor St W, Toronto ON M5S 1X9",(416) 519-0604,,True
43.662017,-79.406146,Matha Roti,800,"141 Harbord St, Toronto ON M5S 1H1",(416) 966-6955,,True
43.674374,-79.3968,Adrak Yorkville,816,"138 Ave Rd, Toronto ON M5R 2H6",(416) 413-0777,,True
43.665204,-79.409414,Bombay Roti,843,"529 Bloor St W, Toronto ON M5S 1Y5",(647) 352-7684,,True
43.666876,-79.403414,Fresh on Bloor,332,"326 Bloor St W, Toronto ON M5S 1W5",(416) 599-4442,8.7,True
43.670065,-79.392746,Hemingway's Restaurant,618,"142 Cumberland St (btw Avenue Rd. & Bay St.), Toronto ON M5R 1A8",(416) 968-2828,7.7,True
43.667895,-79.403296,Madison Avenue Pub,333,"14 Madison Ave (at Bloor St. W), Toronto ON M5R 2S1",(416) 927-1722,7.1,True
43.670815,-79.393239,One Restaurant,627,"116 Yorkville Ave (at Hazelton Ave.), Toronto ON M5R 1C2",(416) 961-9600,7.4,True
43.650192,-79.388877,Little India Restaurant,534,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.644736,-79.390579,Aanch - Modernistic Indian Cuisine,696,"259 Wellington St W, Toronto ON M5V 3P9",(416) 599-0513,7.4,True
43.648545,-79.372114,Bindia Indian Bistro,915,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.5,True
43.639268,-79.385502,Indian Roti House,1009,"256 Queens Quay W (btwn Rees St & Lower Simcoe S), Toronto ON M5J 1B5",(416) 260-6666,7.5,True
43.646475,-79.389828,Aroma Fine Indian Cuisine,547,"287 King St W (at John St.), Toronto ON M5V 1J5",(416) 971-7242,6.9,True
43.648851,-79.383381,Butter Chicken Roti,105,"130 King St W (York St), Toronto ON M5X 2A2",(416) 972-0505,,True
43.646317,-79.390457,309 Dhaba Indian Excellence,609,"309 King St W, Toronto ON M5V 1J5",(416) 740-6622,5.8,True
43.647934,-79.374354,Benares,678,"49 Front St E, Toronto ON M5E 1B3",(416) 955-9000,,True
43.64903,-79.374715,Chadani Indian Cuisine,684,"51 Colborne St, Toronto ON M5E 1E3",(647) 748-4090,,True
43.641826,-79.375767,My Roti Place,915,"12 Queens Dr, Toronto ON M9N 2H4",(647) 348-7684,,True
43.650192,-79.388877,Little India Restaurant,688,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.661085,-79.38575,Colaba Junction,564,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.656669,-79.386262,The Host Fine Indian Cuisine,221,"87 Elm St, Toronto ON M5G 0A8",(416) 962-4678,,True
43.658245,-79.381557,Joe's Buffet Palace,610,"361 Yonge St (Elm Street), Toronto ON M5B 1S1",(416) 850-3179,5.5,True
43.648851,-79.383381,Butter Chicken Roti,961,"130 King St W (York St), Toronto ON M5X 2A2",(416) 972-0505,,True
43.654588,-79.391728,Sin and Redemption,295,"136 McCaul St (at Dundas St.), Toronto ON M5T 1W2",(416) 640-9197,7.8,True
43.655861,-79.381926,JOEY Eaton Centre,582,"1 Dundas St W, Toronto ON M5G 1Z3",(647) 352-5639,8.0,True
43.656641,-79.38046,Jack Astor's,707,"10 Dundas St E (at Yonge St.), Toronto ON M5B 2G9",(416) 263-9800,7.3,True
43.649936,-79.39627,Hotel Ocho,942,"195 Spadina Ave (at Phoebe St.), Toronto ON M5T 2C5",(416) 593-0885,7.5,True
43.654834,-79.386017,Hemispheres Restaurant & Bistro,312,"108 Chestnut Cres, Toronto ON M5G 1R3",(416) 599-8000,6.9,True
43.686668,-79.393756,Bombay Roti,396,"1404 Yonge St, Toronto ON M4T 1Y5",(647) 345-7684,,True
43.649288,-79.449834,Dil Se Indian Restaurant & Bar,803,"335 Roncesvalles Ave, Toronto ON M6R 2M8",(416) 532-4141,,True
43.656285,-79.45395,Bawara,177,"1570 Bloor St W, Toronto ON M6P 1A4",(416) 532-2323,,True
43.644736,-79.390579,Aanch - Modernistic Indian Cuisine,958,"259 Wellington St W, Toronto ON M5V 3P9",(416) 599-0513,7.4,True
43.641873,-79.411437,My Roti Place,1027,"901 King St W (at Strachan Ave), Toronto ON M5V 3H5",(647) 295-9446,,True
43.645579,-79.393658,Bar Hop,862,"391 King St W (at Charlotte St), Toronto ON M5V 1K1",(647) 352-7476,8.7,True
43.662017,-79.406146,Matha Roti,397,"141 Harbord St, Toronto ON M5S 1H1",(416) 966-6955,,True
43.657689,-79.402369,NaanSpot,446,"310 College St, Toronto ON M5T 1S3",(647) 343-6226,,True
43.665843,-79.406803,Indian Desire,644,"469 Bloor St W, Toronto ON M5S 1X9",(416) 519-0604,,True
43.665204,-79.409414,Bombay Roti,770,"529 Bloor St W, Toronto ON M5S 1Y5",(647) 352-7684,,True
43.666876,-79.403414,Fresh on Bloor,590,"326 Bloor St W, Toronto ON M5S 1W5",(416) 599-4442,8.7,True
43.667895,-79.403296,Madison Avenue Pub,717,"14 Madison Ave (at Bloor St. W), Toronto ON M5R 2S1",(416) 927-1722,7.1,True
43.669168,-79.397373,Duke of York,891,"39 Prince Arthur Ave (at Bedford Rd.), Toronto ON M5R 1B2",(416) 964-2441,6.9,True
